item_id,item_text_clean,dataset,extra,question,n_options,options_json
I find it difficult to approach others,I find it difficult to approach others,16PF,,I find it difficult to approach others.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I find it hard to forgive others,I find it hard to forgive others,16PF,,I find it hard to forgive others.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I get angry easily,I get angry easily,16PF,,I get angry easily.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I get chores done right away,I get chores done right away,16PF,,I get chores done right away.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I get confused easily,I get confused easily,16PF,,I get confused easily.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I get irritated easily,I get irritated easily,16PF,,I get irritated easily.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I have a poor vocabulary,I have a poor vocabulary,16PF,,I have a poor vocabulary.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I have frequent mood swings,I have frequent mood swings,16PF,,I have frequent mood swings.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I have little to say,I have little to say,16PF,,I have little to say.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I joke around a lot,I joke around a lot,16PF,,I joke around a lot.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I judge people by their appearance,I judge people by their appearance,16PF,,I judge people by their appearance.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I keep in the background,I keep in the background,16PF,,I keep in the background.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I keep my thoughts to myself,I keep my thoughts to myself,16PF,,I keep my thoughts to myself.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I know how to comfort others,I know how to comfort others,16PF,,I know how to comfort others.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I know how to get around the rules,I know how to get around the rules,16PF,,I know how to get around the rules.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I know that I am not a special person,I know that I am not a special person,16PF,,I know that I am not a special person.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I know the answers to many questions,I know the answers to many questions,16PF,,I know the answers to many questions.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I learn quickly,I learn quickly,16PF,,I learn quickly.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I leave a mess in my room,I leave a mess in my room,16PF,,I leave a mess in my room.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I leave my belongings around,I leave my belongings around,16PF,,I leave my belongings around.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I let myself be pushed around,I let myself be pushed around,16PF,,I let myself be pushed around.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I let others make the decisions,I let others make the decisions,16PF,,I let others make the decisions.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I like order,I like order,16PF,,I like order.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I like to get lost in thought,I like to get lost in thought,16PF,,I like to get lost in thought.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I like to read,I like to read,16PF,,I like to read.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I like to stand during the national anthem,I like to stand during the national anthem,16PF,,I like to stand during the national anthem.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I love flowers,I love flowers,16PF,,I love flowers.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I love large parties,I love large parties,16PF,,I love large parties.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I love to daydream,I love to daydream,16PF,,I love to daydream.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I love to think up new ways of doing things,I love to think up new ways of doing things,16PF,,I love to think up new ways of doing things.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I make friends easily,I make friends easily,16PF,,I make friends easily.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I make insightful remarks,I make insightful remarks,16PF,,I make insightful remarks.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I make people feel at ease,I make people feel at ease,16PF,,I make people feel at ease.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I never challenge things,I never challenge things,16PF,,I never challenge things.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I often feel blue,I often feel blue,16PF,,I often feel blue.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I often feel uncomfortable around others,I often feel uncomfortable around others,16PF,,I often feel uncomfortable around others.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I oppose authority,I oppose authority,16PF,,I oppose authority.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I prefer to do things by myself,I prefer to do things by myself,16PF,,I prefer to do things by myself.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I prefer variety to routine,I prefer variety to routine,16PF,,I prefer variety to routine.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I put off unpleasant tasks,I put off unpleasant tasks,16PF,,I put off unpleasant tasks.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I rarely look for a deeper meaning in things,I rarely look for a deeper meaning in things,16PF,,I rarely look for a deeper meaning in things.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I rarely notice my emotional reactions,I rarely notice my emotional reactions,16PF,,I rarely notice my emotional reactions.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I read a lot,I read a lot,16PF,,I read a lot.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I readily overcome setbacks,I readily overcome setbacks,16PF,,I readily overcome setbacks.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I reflect on things before acting,I reflect on things before acting,16PF,,I reflect on things before acting.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I resist authority,I resist authority,16PF,,I resist authority.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I respect authority,I respect authority,16PF,,I respect authority.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
